base	type	position	size	tr
 жз е ж	TTT	2	monosyllabic	FALSE
зу жз о м	TTR	2	disyllabic	TRUE
 жз е м	TTR	2	monosyllabic	TRUE
 жз о м	TTR	2	monosyllabic	TRUE
 жз е м	TTR	2	monosyllabic	TRUE
 жз о м	TTR	2	monosyllabic	TRUE
 жз о м	TTR	2	monosyllabic	TRUE
ра ж е зм	TTR	1	disyllabic	TRUE
 ж о зм	TTR	1	monosyllabic	TRUE
ба жз о м	TTR	2	disyllabic	TRUE
 ж о зм	TTR	1	monosyllabic	TRUE
 ж е зм	TTR	1	monosyllabic	TRUE
ху жз о н	TTR	2	disyllabic	TRUE
га жз о н	TTR	2	disyllabic	TRUE
пи ж о зн	TTR	1	disyllabic	TRUE
 жз о н	TTR	2	monosyllabic	TRUE
ту жз о н	TTR	2	disyllabic	TRUE
 жз е н	TTR	2	monosyllabic	TRUE
зи жз е н	TTR	2	disyllabic	TRUE
 жз е н	TTR	2	monosyllabic	TRUE
су ж о зн	TTR	1	disyllabic	TRUE
 ж о зн	TTR	1	monosyllabic	TRUE
су жз е н	TTR	2	disyllabic	TRUE
ну жз е н	TTR	2	disyllabic	TRUE
ну жз е н	TTR	2	disyllabic	TRUE
 жз о р	TTR	2	monosyllabic	TRUE
ну жз о р	TTR	2	disyllabic	TRUE
 жз о р	TTR	2	monosyllabic	TRUE
 жз о р	TTR	2	monosyllabic	TRUE
 ж о зр	TTR	1	monosyllabic	TRUE
зи ж о зр	TTR	1	disyllabic	TRUE
 жз е р	TTR	2	monosyllabic	TRUE
 ж е л	TR	0	monosyllabic	TRUE
 ж е л	TR	0	monosyllabic	TRUE
 ж е л	TR	0	monosyllabic	TRUE
 ж е л	TR	0	monosyllabic	TRUE
 ж е л	TR	0	monosyllabic	TRUE
пу ж е л	TR	0	disyllabic	TRUE
су ж о л	TR	0	disyllabic	TRUE
 ж о л	TR	0	monosyllabic	TRUE
ми ж о л	TR	0	disyllabic	TRUE
 ж о лр	TRR	1	monosyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
ту ж е лр	TRR	1	disyllabic	FALSE
 жл о р	TRR	2	monosyllabic	FALSE
лу жл о р	TRR	2	disyllabic	FALSE
та ж е лр	TRR	1	disyllabic	FALSE
ру жл е р	TRR	2	disyllabic	FALSE
ши жл о р	TRR	2	disyllabic	FALSE
ха жл е р	TRR	2	disyllabic	FALSE
ра жл о р	TRR	2	disyllabic	FALSE
шу ж е лр	TRR	1	disyllabic	FALSE
 жл о р	TRR	2	monosyllabic	FALSE
бу жл о р	TRR	2	disyllabic	FALSE
ну жл о р	TRR	2	disyllabic	FALSE
гу ж о лр	TRR	1	disyllabic	FALSE
ла жл о р	TRR	2	disyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
ту жл е р	TRR	2	disyllabic	FALSE
 жл е р	TRR	2	monosyllabic	FALSE
 жл е р	TRR	2	monosyllabic	FALSE
гу ж о лр	TRR	1	disyllabic	FALSE
ри ж е лр	TRR	1	disyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
 жл о р	TRR	2	monosyllabic	FALSE
 ж е лр	TRR	1	monosyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
ки ж е лр	TRR	1	disyllabic	FALSE
ти ж о лр	TRR	1	disyllabic	FALSE
си ж о лр	TRR	1	disyllabic	FALSE
 ж е лр	TRR	1	monosyllabic	FALSE
ба ж е лр	TRR	1	disyllabic	FALSE
хи жл е р	TRR	2	disyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
ну ж о лр	TRR	1	disyllabic	FALSE
 ж о лр	TRR	1	monosyllabic	FALSE
ла жл е р	TRR	2	disyllabic	FALSE
жи ж е н	TR	0	disyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
ла ж е н	TR	0	disyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
би ж о н	TR	0	disyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
 ж е н	TR	0	monosyllabic	TRUE
 ж е н	TR	0	monosyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
ра ж е н	TR	0	disyllabic	TRUE
ки ж о н	TR	0	disyllabic	TRUE
 ж о н	TR	0	monosyllabic	TRUE
ши ж о н	TR	0	disyllabic	TRUE
шу ж е н	TR	0	disyllabic	TRUE
 ж е н	TR	0	monosyllabic	TRUE
 з е г	TT	0	monosyllabic	FALSE
 з е г	TT	0	monosyllabic	FALSE
ги з о г	TT	0	disyllabic	FALSE
ну з е г	TT	0	disyllabic	FALSE
 з о г	TT	0	monosyllabic	FALSE
 з о г	TT	0	monosyllabic	FALSE
ки з о г	TT	0	disyllabic	FALSE
 з е г	TT	0	monosyllabic	FALSE
шу з е г	TT	0	disyllabic	FALSE
га з о г	TT	0	disyllabic	FALSE
ма з о г	TT	0	disyllabic	FALSE
 з е гб	TTT	1	monosyllabic	FALSE
 зг е б	TTT	2	monosyllabic	FALSE
 з о гб	TTT	1	monosyllabic	FALSE
ли зг е б	TTT	2	disyllabic	FALSE
ша з е гб	TTT	1	disyllabic	FALSE
 з о гб	TTT	1	monosyllabic	FALSE
ха зг е б	TTT	2	disyllabic	FALSE
лу з о гб	TTT	1	disyllabic	FALSE
ту зг е б	TTT	2	disyllabic	FALSE
 зг о б	TTT	2	monosyllabic	FALSE
 зг о в	TTR	2	monosyllabic	TRUE
ки зг о в	TTR	2	disyllabic	TRUE
 зг е в	TTR	2	monosyllabic	TRUE
ги зг е в	TTR	2	disyllabic	TRUE
ба з о гв	TTR	1	disyllabic	TRUE
лу зг е в	TTR	2	disyllabic	TRUE
 з е гв	TTR	1	monosyllabic	TRUE
 з о гв	TTR	1	monosyllabic	TRUE
ба зг о в	TTR	2	disyllabic	TRUE
та зг о в	TTR	2	disyllabic	TRUE
 з е гв	TTR	1	monosyllabic	TRUE
ка зг е ж	TTT	2	disyllabic	FALSE
 з о гж	TTT	1	monosyllabic	FALSE
ба з е гж	TTT	1	disyllabic	FALSE
 з о гж	TTT	1	monosyllabic	FALSE
ба з о гж	TTT	1	disyllabic	FALSE
ба з о гж	TTT	1	disyllabic	FALSE
му зг е ж	TTT	2	disyllabic	FALSE
 з о гж	TTT	1	monosyllabic	FALSE
ри з о гж	TTT	1	disyllabic	FALSE
ша зг е ж	TTT	2	disyllabic	FALSE
ту зг е ж	TTT	2	disyllabic	FALSE
пи з е гз	TTT	1	disyllabic	FALSE
 з е гз	TTT	1	monosyllabic	FALSE
 зг е з	TTT	2	monosyllabic	FALSE
 зг е з	TTT	2	monosyllabic	FALSE
 з е гз	TTT	1	monosyllabic	FALSE
 зг о з	TTT	2	monosyllabic	FALSE
 зг о з	TTT	2	monosyllabic	FALSE
 з е гз	TTT	1	monosyllabic	FALSE
ма з е гз	TTT	1	disyllabic	FALSE
ту зг е з	TTT	2	disyllabic	FALSE
 зг е м	TTR	2	monosyllabic	TRUE
ки зг о м	TTR	2	disyllabic	TRUE
 зг о м	TTR	2	monosyllabic	TRUE
жи з е гм	TTR	1	disyllabic	TRUE
та зг е м	TTR	2	disyllabic	TRUE
 зг о м	TTR	2	monosyllabic	TRUE
 зг о м	TTR	2	monosyllabic	TRUE
ри з е гм	TTR	1	disyllabic	TRUE
би з е гм	TTR	1	disyllabic	TRUE
ри з е гм	TTR	1	disyllabic	TRUE
 з е гм	TTR	1	monosyllabic	TRUE
ши зг о м	TTR	2	disyllabic	TRUE
 зг о м	TTR	2	monosyllabic	TRUE
 з е гм	TTR	1	monosyllabic	TRUE
 з е гр	TTR	1	monosyllabic	TRUE
 з о гр	TTR	1	monosyllabic	TRUE
ша з е гр	TTR	1	disyllabic	TRUE
ху зг е р	TTR	2	disyllabic	TRUE
 зг е р	TTR	2	monosyllabic	TRUE
су зг о р	TTR	2	disyllabic	TRUE
зу з о д	TT	0	disyllabic	FALSE
 з о д	TT	0	monosyllabic	FALSE
 з о д	TT	0	monosyllabic	FALSE
 з е д	TT	0	monosyllabic	FALSE
ми з о д	TT	0	disyllabic	FALSE
 з е д	TT	0	monosyllabic	FALSE
 з е д	TT	0	monosyllabic	FALSE
 зд о б	TTT	2	monosyllabic	FALSE
 з о дб	TTT	1	monosyllabic	FALSE
 з е дб	TTT	1	monosyllabic	FALSE
 з о дб	TTT	1	monosyllabic	FALSE
 з е дв	TTR	1	monosyllabic	TRUE
си зд е в	TTR	2	disyllabic	TRUE
зу зд о в	TTR	2	disyllabic	TRUE
ми з е дв	TTR	1	disyllabic	TRUE
 з о дв	TTR	1	monosyllabic	TRUE
 зд е в	TTR	2	monosyllabic	TRUE
 з о дв	TTR	1	monosyllabic	TRUE
ху зд о з	TTT	2	disyllabic	FALSE
ми зд е з	TTT	2	disyllabic	FALSE
ши зд о з	TTT	2	disyllabic	FALSE
га з е дз	TTT	1	disyllabic	FALSE
 зд о з	TTT	2	monosyllabic	FALSE
ха зд е з	TTT	2	disyllabic	FALSE
 з е дз	TTT	1	monosyllabic	FALSE
 зд е з	TTT	2	monosyllabic	FALSE
ма з е др	TTR	1	disyllabic	TRUE
 зд о р	TTR	2	monosyllabic	TRUE
ми з е др	TTR	1	disyllabic	TRUE
ши зд о р	TTR	2	disyllabic	TRUE
га з е др	TTR	1	disyllabic	TRUE
га зд е р	TTR	2	disyllabic	TRUE
 з е др	TTR	1	monosyllabic	TRUE
пу зд о р	TTR	2	disyllabic	TRUE
су з е др	TTR	1	disyllabic	TRUE
 зд о р	TTR	2	monosyllabic	TRUE
 зд е р	TTR	2	monosyllabic	TRUE
ху з о ж	TT	0	disyllabic	FALSE
 з о ж	TT	0	monosyllabic	FALSE
ла з е ж	TT	0	disyllabic	FALSE
ку з е ж	TT	0	disyllabic	FALSE
жи з е ж	TT	0	disyllabic	FALSE
га з о ж	TT	0	disyllabic	FALSE
ли з е ж	TT	0	disyllabic	FALSE
 з е ж	TT	0	monosyllabic	FALSE
зу з е ж	TT	0	disyllabic	FALSE
ри з е ж	TT	0	disyllabic	FALSE
ши з е ж	TT	0	disyllabic	FALSE
жи з е ж	TT	0	disyllabic	FALSE
ху з е ж	TT	0	disyllabic	FALSE
 з о ж	TT	0	monosyllabic	FALSE
 з е ж	TT	0	monosyllabic	FALSE
 з е ж	TT	0	monosyllabic	FALSE
 з е ж	TT	0	monosyllabic	FALSE
 з о ж	TT	0	monosyllabic	FALSE
му з о ж	TT	0	disyllabic	FALSE
 з е ж	TT	0	monosyllabic	FALSE
ши з о ж	TT	0	disyllabic	FALSE
ги з е ж	TT	0	disyllabic	FALSE
ру зж е б	TTT	2	disyllabic	FALSE
 з о жб	TTT	1	monosyllabic	FALSE
шу з о жб	TTT	1	disyllabic	FALSE
 зж о б	TTT	2	monosyllabic	FALSE
ла з е жб	TTT	1	disyllabic	FALSE
лу з о жб	TTT	1	disyllabic	FALSE
 зж о б	TTT	2	monosyllabic	FALSE
 зж е в	TTR	2	monosyllabic	TRUE
зи з о жв	TTR	1	disyllabic	TRUE
хи з о жв	TTR	1	disyllabic	TRUE
 зж о в	TTR	2	monosyllabic	TRUE
жи зж е в	TTR	2	disyllabic	TRUE
хи зж е в	TTR	2	disyllabic	TRUE
ла з о жв	TTR	1	disyllabic	TRUE
жа зж о в	TTR	2	disyllabic	TRUE
си з е жв	TTR	1	disyllabic	TRUE
 з е жв	TTR	1	monosyllabic	TRUE
 зж е в	TTR	2	monosyllabic	TRUE
 з о жг	TTT	1	monosyllabic	FALSE
ли зж о г	TTT	2	disyllabic	FALSE
му з е жг	TTT	1	disyllabic	FALSE
 з о жг	TTT	1	monosyllabic	FALSE
 з о жг	TTT	1	monosyllabic	FALSE
 з о жд	TTT	1	monosyllabic	FALSE
ну зж е д	TTT	2	disyllabic	FALSE
ру зж е д	TTT	2	disyllabic	FALSE
ра з о жд	TTT	1	disyllabic	FALSE
шу з о жд	TTT	1	disyllabic	FALSE
 з е жд	TTT	1	monosyllabic	FALSE
 з е жд	TTT	1	monosyllabic	FALSE
 зж о д	TTT	2	monosyllabic	FALSE
ли зж е д	TTT	2	disyllabic	FALSE
ну з о жд	TTT	1	disyllabic	FALSE
шу зж е з	TTT	2	disyllabic	FALSE
пу зж е з	TTT	2	disyllabic	FALSE
 зж е з	TTT	2	monosyllabic	FALSE
ку зж е з	TTT	2	disyllabic	FALSE
 з о жл	TTR	1	monosyllabic	TRUE
ти з е жл	TTR	1	disyllabic	TRUE
 з е жл	TTR	1	monosyllabic	TRUE
ка зж о л	TTR	2	disyllabic	TRUE
 зж о л	TTR	2	monosyllabic	TRUE
ри з о жл	TTR	1	disyllabic	TRUE
би зж о л	TTR	2	disyllabic	TRUE
 з о жл	TTR	1	monosyllabic	TRUE
 зж о л	TTR	2	monosyllabic	TRUE
 з е жл	TTR	1	monosyllabic	TRUE
пу зж о н	TTR	2	disyllabic	TRUE
 з о жн	TTR	1	monosyllabic	TRUE
 зж е н	TTR	2	monosyllabic	TRUE
 з е жн	TTR	1	monosyllabic	TRUE
 зж е н	TTR	2	monosyllabic	TRUE
 з е жн	TTR	1	monosyllabic	TRUE
 зж о н	TTR	2	monosyllabic	TRUE
пи з е жн	TTR	1	disyllabic	TRUE
пу зж е н	TTR	2	disyllabic	TRUE
 зж о н	TTR	2	monosyllabic	TRUE
 зж е н	TTR	2	monosyllabic	TRUE
гу з о жн	TTR	1	disyllabic	TRUE
ма зж е н	TTR	2	disyllabic	TRUE
 з е жн	TTR	1	monosyllabic	TRUE
 зж е н	TTR	2	monosyllabic	TRUE
ку з о жн	TTR	1	disyllabic	TRUE
 з о м	TR	0	monosyllabic	TRUE
ту з е м	TR	0	disyllabic	TRUE
су з о м	TR	0	disyllabic	TRUE
ка з е м	TR	0	disyllabic	TRUE
га з о м	TR	0	disyllabic	TRUE
ма з е м	TR	0	disyllabic	TRUE
зу з е м	TR	0	disyllabic	TRUE
 з е м	TR	0	monosyllabic	TRUE
га з о м	TR	0	disyllabic	TRUE
 з е м	TR	0	monosyllabic	TRUE
ху з е м	TR	0	disyllabic	TRUE
 з е м	TR	0	monosyllabic	TRUE
шу з о м	TR	0	disyllabic	TRUE
пи зм е в	TRR	2	disyllabic	FALSE
ку з о мв	TRR	1	disyllabic	FALSE
ри зм о в	TRR	2	disyllabic	FALSE
та з о мв	TRR	1	disyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
би зм о в	TRR	2	disyllabic	FALSE
 зм о в	TRR	2	monosyllabic	FALSE
ти зм е в	TRR	2	disyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
му з е мв	TRR	1	disyllabic	FALSE
шу з о мв	TRR	1	disyllabic	FALSE
ба з о мв	TRR	1	disyllabic	FALSE
 зм о в	TRR	2	monosyllabic	FALSE
 зм о в	TRR	2	monosyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
би зм о в	TRR	2	disyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
 зм е в	TRR	2	monosyllabic	FALSE
би з о мв	TRR	1	disyllabic	FALSE
ши з о мв	TRR	1	disyllabic	FALSE
ти з о мв	TRR	1	disyllabic	FALSE
си зм е в	TRR	2	disyllabic	FALSE
 зм е в	TRR	2	monosyllabic	FALSE
 з о мв	TRR	1	monosyllabic	FALSE
 зм о в	TRR	2	monosyllabic	FALSE
ли з о мв	TRR	1	disyllabic	FALSE
ли з е мв	TRR	1	disyllabic	FALSE
 зм е в	TRR	2	monosyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
жа з е мв	TRR	1	disyllabic	FALSE
 з е мв	TRR	1	monosyllabic	FALSE
 зм о в	TRR	2	monosyllabic	FALSE
 зм е в	TRR	2	monosyllabic	FALSE
га зм е в	TRR	2	disyllabic	FALSE
ра з е мв	TRR	1	disyllabic	FALSE
ку зм о в	TRR	2	disyllabic	FALSE
ха з о мв	TRR	1	disyllabic	FALSE
ну зм о в	TRR	2	disyllabic	FALSE
 з о мв	TRR	1	monosyllabic	FALSE
му з е мв	TRR	1	disyllabic	FALSE
ри зм е в	TRR	2	disyllabic	FALSE
 з о мв	TRR	1	monosyllabic	FALSE
 з о мв	TRR	1	monosyllabic	FALSE
ха зм о в	TRR	2	disyllabic	FALSE
ки зм о н	TRR	2	disyllabic	FALSE
ба з о мн	TRR	1	disyllabic	FALSE
лу з о мн	TRR	1	disyllabic	FALSE
ру з е мн	TRR	1	disyllabic	FALSE
ха з е мн	TRR	1	disyllabic	FALSE
хи з е мн	TRR	1	disyllabic	FALSE
си зм е н	TRR	2	disyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
си з е мн	TRR	1	disyllabic	FALSE
 з е мн	TRR	1	monosyllabic	FALSE
пу з о мн	TRR	1	disyllabic	FALSE
жу з е мн	TRR	1	disyllabic	FALSE
ка з о мн	TRR	1	disyllabic	FALSE
хи зм е н	TRR	2	disyllabic	FALSE
жи з е мн	TRR	1	disyllabic	FALSE
шу зм о н	TRR	2	disyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
 з е мн	TRR	1	monosyllabic	FALSE
жи з о мн	TRR	1	disyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
ша зм о н	TRR	2	disyllabic	FALSE
му з е мн	TRR	1	disyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
 з о мн	TRR	1	monosyllabic	FALSE
 з о мн	TRR	1	monosyllabic	FALSE
жа зм е н	TRR	2	disyllabic	FALSE
 зм е н	TRR	2	monosyllabic	FALSE
ра з е мн	TRR	1	disyllabic	FALSE
ти з о мн	TRR	1	disyllabic	FALSE
зи зм е н	TRR	2	disyllabic	FALSE
су з е мн	TRR	1	disyllabic	FALSE
 зм о н	TRR	2	monosyllabic	FALSE
ну з о мн	TRR	1	disyllabic	FALSE
ши зм е н	TRR	2	disyllabic	FALSE
 зм е н	TRR	2	monosyllabic	FALSE
ха зм е н	TRR	2	disyllabic	FALSE
 з е н	TR	0	monosyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
ми з о н	TR	0	disyllabic	TRUE
ми з о н	TR	0	disyllabic	TRUE
бу з е н	TR	0	disyllabic	TRUE
ку з е н	TR	0	disyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
су з о н	TR	0	disyllabic	TRUE
ха з е н	TR	0	disyllabic	TRUE
ша з е н	TR	0	disyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
ну з о н	TR	0	disyllabic	TRUE
 з е н	TR	0	monosyllabic	TRUE
 з о н	TR	0	monosyllabic	TRUE
си з е н	TR	0	disyllabic	TRUE
 з е нр	TRR	1	monosyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
би з е нр	TRR	1	disyllabic	FALSE
 зн о р	TRR	2	monosyllabic	FALSE
 з е нр	TRR	1	monosyllabic	FALSE
си з о нр	TRR	1	disyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
 з е нр	TRR	1	monosyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
жу з е нр	TRR	1	disyllabic	FALSE
лу з е нр	TRR	1	disyllabic	FALSE
ка зн е р	TRR	2	disyllabic	FALSE
 зн о р	TRR	2	monosyllabic	FALSE
ба з е нр	TRR	1	disyllabic	FALSE
жи з о нр	TRR	1	disyllabic	FALSE
ха зн о р	TRR	2	disyllabic	FALSE
 з е нр	TRR	1	monosyllabic	FALSE
жи зн о р	TRR	2	disyllabic	FALSE
 зн о р	TRR	2	monosyllabic	FALSE
ка зн о р	TRR	2	disyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
ри зн е р	TRR	2	disyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
гу зн е р	TRR	2	disyllabic	FALSE
ти зн е р	TRR	2	disyllabic	FALSE
ба з о нр	TRR	1	disyllabic	FALSE
ку з е нр	TRR	1	disyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
ши зн о р	TRR	2	disyllabic	FALSE
пу зн о р	TRR	2	disyllabic	FALSE
 зн о р	TRR	2	monosyllabic	FALSE
 зн о р	TRR	2	monosyllabic	FALSE
зи зн е р	TRR	2	disyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
 зн е р	TRR	2	monosyllabic	FALSE
 з е нр	TRR	1	monosyllabic	FALSE
пу зн о р	TRR	2	disyllabic	FALSE
 з о нр	TRR	1	monosyllabic	FALSE
ши зн е р	TRR	2	disyllabic	FALSE
 з е нр	TRR	1	monosyllabic	FALSE
пу з о р	TR	0	disyllabic	TRUE
 з о р	TR	0	monosyllabic	TRUE
ку з е р	TR	0	disyllabic	TRUE
ку з о р	TR	0	disyllabic	TRUE
 з о р	TR	0	monosyllabic	TRUE
бу з е р	TR	0	disyllabic	TRUE
ту з о р	TR	0	disyllabic	TRUE
 з о р	TR	0	monosyllabic	TRUE
хи з о р	TR	0	disyllabic	TRUE
 з е р	TR	0	monosyllabic	TRUE
гу з о р	TR	0	disyllabic	TRUE
ма з е р	TR	0	disyllabic	TRUE
 з о р	TR	0	monosyllabic	TRUE
 з о р	TR	0	monosyllabic	TRUE
су зр е н	TRR	2	disyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
ту з о рн	TRR	1	disyllabic	FALSE
жа зр о н	TRR	2	disyllabic	FALSE
жу з е рн	TRR	1	disyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
ри зр о н	TRR	2	disyllabic	FALSE
ги з о рн	TRR	1	disyllabic	FALSE
ла зр о н	TRR	2	disyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
 з о рн	TRR	1	monosyllabic	FALSE
 з о рн	TRR	1	monosyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
ти з е рн	TRR	1	disyllabic	FALSE
 з е рн	TRR	1	monosyllabic	FALSE
ла з е рн	TRR	1	disyllabic	FALSE
ти з о рн	TRR	1	disyllabic	FALSE
гу з о рн	TRR	1	disyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
си з е рн	TRR	1	disyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
ки зр о н	TRR	2	disyllabic	FALSE
 з е рн	TRR	1	monosyllabic	FALSE
ма зр е н	TRR	2	disyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
 з е рн	TRR	1	monosyllabic	FALSE
 зр е н	TRR	2	monosyllabic	FALSE
та зр е н	TRR	2	disyllabic	FALSE
ба зр е н	TRR	2	disyllabic	FALSE
 зр о н	TRR	2	monosyllabic	FALSE
ку зр е н	TRR	2	disyllabic	FALSE
 з е рн	TRR	1	monosyllabic	FALSE
ма л о д	RT	0	disyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л е д	RT	0	monosyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
ла л е д	RT	0	disyllabic	FALSE
ту л о д	RT	0	disyllabic	FALSE
 л е д	RT	0	monosyllabic	FALSE
ха л е д	RT	0	disyllabic	FALSE
ги л о д	RT	0	disyllabic	FALSE
гу л о д	RT	0	disyllabic	FALSE
ти л о д	RT	0	disyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л о д	RT	0	monosyllabic	FALSE
 л е д	RT	0	monosyllabic	FALSE
ку л е дв	RTR	1	disyllabic	TRUE
 лд е в	RTR	2	monosyllabic	TRUE
ри л е дв	RTR	1	disyllabic	TRUE
лу лд о в	RTR	2	disyllabic	TRUE
 л о дв	RTR	1	monosyllabic	TRUE
та лд о в	RTR	2	disyllabic	TRUE
ми л е дв	RTR	1	disyllabic	TRUE
 лд о в	RTR	2	monosyllabic	TRUE
 л е дв	RTR	1	monosyllabic	TRUE
 л е дв	RTR	1	monosyllabic	TRUE
 л о дв	RTR	1	monosyllabic	TRUE
 л о дв	RTR	1	monosyllabic	TRUE
 л е дв	RTR	1	monosyllabic	TRUE
бу л о др	RTR	1	disyllabic	TRUE
зи л о др	RTR	1	disyllabic	TRUE
 лд о р	RTR	2	monosyllabic	TRUE
ба лд е р	RTR	2	disyllabic	TRUE
 л е др	RTR	1	monosyllabic	TRUE
 л о др	RTR	1	monosyllabic	TRUE
 лд о р	RTR	2	monosyllabic	TRUE
га лд о р	RTR	2	disyllabic	TRUE
ша л е др	RTR	1	disyllabic	TRUE
 л е др	RTR	1	monosyllabic	TRUE
ри лд о р	RTR	2	disyllabic	TRUE
 л о др	RTR	1	monosyllabic	TRUE
ну л о др	RTR	1	disyllabic	TRUE
 лд о р	RTR	2	monosyllabic	TRUE
 л о др	RTR	1	monosyllabic	TRUE
ри лд е р	RTR	2	disyllabic	TRUE
ту л о др	RTR	1	disyllabic	TRUE
 лд о р	RTR	2	monosyllabic	TRUE
пу л е з	RT	0	disyllabic	FALSE
бу л о з	RT	0	disyllabic	FALSE
 л о з	RT	0	monosyllabic	FALSE
 л о з	RT	0	monosyllabic	FALSE
 л е з	RT	0	monosyllabic	FALSE
 л е з	RT	0	monosyllabic	FALSE
ша л е з	RT	0	disyllabic	FALSE
ли л е з	RT	0	disyllabic	FALSE
ма л о з	RT	0	disyllabic	FALSE
га л е з	RT	0	disyllabic	FALSE
ну лз е м	RTR	2	disyllabic	TRUE
 л е зм	RTR	1	monosyllabic	TRUE
ги лз о м	RTR	2	disyllabic	TRUE
лу лз е м	RTR	2	disyllabic	TRUE
ку лз е м	RTR	2	disyllabic	TRUE
 лз о м	RTR	2	monosyllabic	TRUE
 лз е м	RTR	2	monosyllabic	TRUE
 лз е м	RTR	2	monosyllabic	TRUE
ми лз о м	RTR	2	disyllabic	TRUE
си лз е м	RTR	2	disyllabic	TRUE
 л е зм	RTR	1	monosyllabic	TRUE
 л о зм	RTR	1	monosyllabic	TRUE
зи л о зн	RTR	1	disyllabic	TRUE
ми л о зн	RTR	1	disyllabic	TRUE
 лз е н	RTR	2	monosyllabic	TRUE
 лз е н	RTR	2	monosyllabic	TRUE
ги лз е н	RTR	2	disyllabic	TRUE
 л е зн	RTR	1	monosyllabic	TRUE
ми лз е н	RTR	2	disyllabic	TRUE
си л о зн	RTR	1	disyllabic	TRUE
ма л о зн	RTR	1	disyllabic	TRUE
ша л о зн	RTR	1	disyllabic	TRUE
 лз о р	RTR	2	monosyllabic	TRUE
ку л е зр	RTR	1	disyllabic	TRUE
 л о зр	RTR	1	monosyllabic	TRUE
 лз е р	RTR	2	monosyllabic	TRUE
ра л е зр	RTR	1	disyllabic	TRUE
 лз е р	RTR	2	monosyllabic	TRUE
 л е зр	RTR	1	monosyllabic	TRUE
ри лз е р	RTR	2	disyllabic	TRUE
ба л о зр	RTR	1	disyllabic	TRUE
ру лз е р	RTR	2	disyllabic	TRUE
 лз о р	RTR	2	monosyllabic	TRUE
 л е зр	RTR	1	monosyllabic	TRUE
га лз е р	RTR	2	disyllabic	TRUE
 л о зр	RTR	1	monosyllabic	TRUE
