item	nak	nek	naknek
cs i k O	185	0	1.000
cs i k O s	56	0	1.000
cs I k o s	34	0	1.000
cs i l l a g	1760	0	1.000
cs i l l a g a	588	0	1.000
cs i l l a g A sz a t	118	0	1.000
cs i l l a g o k	1680	0	1.000
cs i l l a g o s	29	0	1.000
cs i l l a g z a t	13	0	1.000
cs i l l A m	11	0	1.000
cs i l l a p I t A s	30	0	1.000
cs i l l a p I t O	20	0	1.000
cs i l l A r	27	0	1.000
cs i l l o g	1840	0	1.000
cs i l l o g A s	69	0	1.000
cs i l l o g O	44	0	1.000
cs i m p A n z	78	0	1.000
cs i n A l O	32	0	1.000
cs i n A l t	40	0	1.000
cs i n o s	602	0	1.000
cs i n t a l a n	19	0	1.000
cs i p o g O	7	0	1.000
cs I r A z A s	67	0	1.000
cs i sz o l A s	25	0	1.000
cs i sz o l t	12	0	1.000
cs i z m A k	11	0	1.000
cs o d A k	451	0	1.000
cs o d A l a t	110	0	1.000
cs o d A l a t o s	680	0	1.000
cs o d A l k o z A s	65	0	1.000
cs o d A s	137	0	1.000
cs O k	458	0	1.000
cs o k o l A d E	167	0	1.000
cs O k o l O z A s	33	0	1.000
cs o m a g	3200	0	1.000
cs o m a g o l A s	376	0	1.000
cs o m a g o l O	8	0	1.000
cs o m O	118	0	1.000
cs o n k	22	0	1.000
cs o n k I t A s	35	0	1.000
cs o n t	349	0	1.000
cs o n t o s	11	0	1.000
cs o p o r t j a	17000	0	1.000
cs o p o r t o s	15	0	1.000
cs o r d A s	37	0	1.000
cs O r O	53	0	1.000
cs O t A ny	56	0	1.000
cs U cs	804	0	1.000
cs u d a	301	0	1.000
cs U f	147	0	1.000
cs U f o l O d A s	34	0	1.000
cs U f o s	12	0	1.000
cs u h A s	56	0	1.000
cs u k a	122	0	1.000
cs u k l O	26	0	1.000
cs U ny a s A g	36	0	1.000
cs u p a sz	66	0	1.000
cs u r g O	13	0	1.000
cs U sz A s	114	0	1.000
cs U sz O	4	0	1.000
cs U sz O s	34	0	1.000
cs U z l i	20	0	1.000
c u c c	606	0	1.000
c u d a r	23	0	1.000
c u k o r	281	0	1.000
c u k r A sz	98	0	1.000
c u k r A sz a t	10	0	1.000
c u k r o s	17	0	1.000
c u m i	33	0	1.000
d a c	67	0	1.000
d a c o s	20	0	1.000
d a d o g A s	61	0	1.000
d a d o g O s	13	0	1.000
d a g a d t	47	0	1.000
d a g A ly	52	0	1.000
d a g A ly o s	41	0	1.000
d a g a n a t	168	0	1.000
d A k O	12	0	1.000
d a l	2480	0	1.000
d a l l a m	209	0	1.000
d a l n o k	85	0	1.000
d a l o k	684	0	1.000
d a l o l A s	22	0	1.000
d a l o s	22	0	1.000
d a m i l	30	0	1.000
d A n	136	0	1.000
d a n d A r	90	0	1.000
d a r a b	3420	0	1.000
d a r a b j a	3940	0	1.000
d a r a b k A k	6	0	1.000
d a r a b o k	498	0	1.000
d a r a b o s	107	0	1.000
d a r A l A s	8	0	1.000
d a r A l O	16	0	1.000
d a r A zs	84	0	1.000
d A r i d O	70	0	1.000
d a r u	87	0	1.000
d A t u m	429	0	1.000
d e b ue t A l	288	0	1.000
d e d u k c i O	32	0	1.000
d e f l A c i O	38	0	1.000
d e f l e k t o r	7	0	1.000
d e f o r m A l t	16	0	1.000
d e g e n e r A l t	38	0	1.000
d E k A n	303	0	1.000
d e k O d o l A s	25	0	1.000
d e k O d o l O	14	0	1.000
d e k o l t A zs	9	0	1.000
d e k r E t u m	40	0	1.000
d E l i b A b o s	17	0	1.000
d e l I r i u m	12	0	1.000
d e m a g O g	216	0	1.000
d e m o	75	0	1.000
d e m o k r a t a	632	0	1.000
d E m o n	463	0	1.000
d e m o n s t r A t o r	19	0	1.000
d e p O	15	0	1.000
d e p o r t A l A s	32	0	1.000
d e p o r t A l t	22	0	1.000
d e p r e s sz i O	392	0	1.000
d e p r e s sz i O s	221	0	1.000
d e r i v A l t	19	0	1.000
d e sz k A k	56	0	1.000
d e t e k t A l A s	14	0	1.000
d e t e r m i n A n s	22	0	1.000
d e v i A n s	310	0	1.000
d e z e r t A l A s	13	0	1.000
d e z o d o r	21	0	1.000
d i a	74	0	1.000
d i a d a l m a s	39	0	1.000
d i a g n O z i s	167	0	1.000
d i a g r a m	112	0	1.000
d i A k	7150	0	1.000
d i a k O n u s	72	0	1.000
d i A k s A g	275	0	1.000
d i a l e k t u s	90	0	1.000
d i a l O g u s	289	0	1.000
d i cs h i m n u sz	10	0	1.000
d i d a k t i k u s	53	0	1.000
d i E t A s	112	0	1.000
d I j	2970	0	1.000
d I j a z A s	125	0	1.000
d I j n o k	43	0	1.000
d I j t a l a n	16	0	1.000
d i k t A l A s	13	0	1.000
d i k t A t o r	666	0	1.000
d i l e t t A n s	369	0	1.000
d i m e n z i O s	34	0	1.000
d i n a m i k u s	307	0	1.000
d i n a m i z m u s	77	0	1.000
d i n a m O	141	0	1.000
d i n a sz t i a	320	0	1.000
d I n o m d A n o m	10	0	1.000
d i O	686	0	1.000
d i p l o m a	330	0	1.000
d i p l o m A s	153	0	1.000
d i p l o m A s o k	4060	0	1.000
d i p l o m a t a	2120	0	1.000
d i p O l u s	19	0	1.000
d i s sz i d A l A s	10	0	1.000
d i s sz o n A n s	80	0	1.000
d i sz k O	121	0	1.000
d i sz k r E c i O	23	0	1.000
d i sz n O	692	0	1.000
d i sz n O s A g	86	0	1.000
d i sz p e r z i O	29	0	1.000
d I v A ny	39	0	1.000
d i v a t	1900	0	1.000
d i v a t j a m U l t	81	0	1.000
d i v a t o s	381	0	1.000
d i v e r z i t A s	23	0	1.000
d o b A s	189	0	1.000
d o b b a n A s	12	0	1.000
d o b O	152	0	1.000
d o b o g A s	16	0	1.000
d o b o g O	54	0	1.000
d o b o l A s	20	0	1.000
d o b o s	248	0	1.000
d o b o z	594	0	1.000
d o b o z o l A s	7	0	1.000
d o b o z o s	4	0	1.000
d o d O	45	0	1.000
d o g m a t i k u s	74	0	1.000
d o h A ny	119	0	1.000
d o h A ny o s	212	0	1.000
d o h A ny z A s	384	0	1.000
d o h A ny z O	60	0	1.000
d o h o s	61	0	1.000
d o k t o r	1790	0	1.000
d o k u m e n t u m	3650	0	1.000
d o l g a	604	0	1.000
d o l g o d	17	0	1.000
d o l g o k	11600	0	1.000
d o l g o m	42	0	1.000
d o l g o s	26	0	1.000
d o l g o z a t	592	0	1.000
d o l g o z O	3170	0	1.000
d o l l A r	2330	0	1.000
d o l o g t a l a n	18	0	1.000
d o l o m i t	20	0	1.000
d O m	84	0	1.000
d o m b	513	0	1.000
d o m b o k	101	0	1.000
d o m b o r z a t	58	0	1.000
d o m i n A n s	203	0	1.000
d o m I n i u m	15	0	1.000
d o m i n O	88	0	1.000
d o n g a	12	0	1.000
d o n g O	30	0	1.000
d o n o r	228	0	1.000
d o p p i n g	88	0	1.000
d O r	34	0	1.000
d o r b E z o l A s	41	0	1.000
d o r g A l A s	52	0	1.000
d o r o n g	15	0	1.000
d o s sz i E	160	0	1.000
d o t A c i O	19	0	1.000
d r A g A m	79	0	1.000
d r A g a s A g	20	0	1.000
d r a g o ny o s o k	15	0	1.000
d r a sz t i k u s	197	0	1.000
d r o g	560	0	1.000
d r o g o k	307	0	1.000
d r o m e d A r	15	0	1.000
d r O t	108	0	1.000
d U c	16	0	1.000
d u d A l A s	4	0	1.000
d u d A s	143	0	1.000
d u g A s	7	0	1.000
d u g a t ty U	74	0	1.000
d u g O	81	0	1.000
d u g v A ny	13	0	1.000
d u h a j	11	0	1.000
d u l a k o d A s	37	0	1.000
d u m a	224	0	1.000
d u n a	1610	0	1.000
d U r	15	0	1.000
d u r r a n A s	205	0	1.000
d u r v a	645	0	1.000
d u r v a s A g	96	0	1.000
d U s	64	0	1.000
d U s I t A s	10	0	1.000
d u z z a d A s	13	0	1.000
d u z z a d O	31	0	1.000
d u z z a d t	29	0	1.000
d u z z a sz t A s	21	0	1.000
d u z z a sz t O	17	0	1.000
e b i h a l	14	0	1.000
e f e k t u s	439	0	1.000
E g b o l t	238	0	1.000
E g h a j l a t	286	0	1.000
e g o i s t a	75	0	1.000
e g o i z m u s	73	0	1.000
E g t A j	71	0	1.000
e gy h a n g U s A g	22	0	1.000
e gy sz O l a m U	7	0	1.000
e g z a k t	84	0	1.000
e g z o t i k u s	362	0	1.000
E h e n k O r A sz	33	0	1.000
e k sz t a t i k u s	11	0	1.000
e k sz t A z i s	37	0	1.000
E l cs a p a t	117	0	1.000
E l e t u n t	23	0	1.000
E l v o n a l	78	0	1.000
e m b a r g O	28	0	1.000
e m b r i O	190	0	1.000
e m i s sz i O	34	0	1.000
e m O c i O	20	0	1.000
e m p i r i k u s	18	0	1.000
e m u	25	0	1.000
e m u l z i O	17	0	1.000
e n e r g i a	2060	0	1.000
e n e r g i k u s	125	0	1.000
e n e r v A l t	38	0	1.000
e n t i t A s	431	0	1.000
e p i k u s	52	0	1.000
e p i l O g u s	20	0	1.000
e p i z O d	471	0	1.000
e r e k c i O	14	0	1.000
e r OE sz a k o s	50	0	1.000
e r o t i k u s	269	0	1.000
e r O z i O	193	0	1.000
e sz k i m O	68	0	1.000
e sz t e r g A ly o s	40	0	1.000
e t a p	58	0	1.000
e t i k A t l a n	543	0	1.000
E t l a p	31	0	1.000
E t o l a j	26	0	1.000
E t v A gy	43	0	1.000
E v a d	262	0	1.000
E v z A r O	9	0	1.000
e k s c e n t r i k u s	26	0	1.000
e k s p a n z i O	85	0	1.000
e k s p o n A l t	10	0	1.000
e k s p o r t	713	0	1.000
e k s p o z E	32	0	1.000
e k s t A z i s	48	0	1.000
e k s t r a v a g A n s	48	0	1.000
e k s t r o v e r t A l t	13	0	1.000
f a	16100	0	1.000
f A c A n	40	0	1.000
f a f a r a g O	45	0	1.000
f a g gy U	21	0	1.000
f a gy	2200	0	1.000
f a gy A s	40	0	1.000
f a gy a sz t A s	17	0	1.000
f a gy l a l t	41	0	1.000
f a gy o k	46	0	1.000
f a gy o s	30	0	1.000
f a j a n k O	75	0	1.000
f A j A s	29	0	1.000
f A j d a l m a s	322	0	1.000
f A j d a l o m	925	0	1.000
f A j O	59	0	1.000
f a j o k	833	0	1.000
f a j t a	1870	0	1.000
f a j t A j U	20	0	1.000
f a j t A k	535	0	1.000
f a j t a l a n	15	0	1.000
f a j t a l a n s A g	102	0	1.000
f a j U	24	0	1.000
f A k	1830	0	1.000
f a k a d O	41	0	1.000
f a k I r	66	0	1.000
f a k O	134	0	1.000
f a k u l t A s	77	0	1.000
f a l a	3570	0	1.000
f a l a k	652	0	1.000
f a l A n k	32	0	1.000
f a l A n k s A g	27	0	1.000
f a l a n k s	13	0	1.000
f a l A s	14	0	1.000
f a l a t	651	0	1.000
f a l a t o z A s	71	0	1.000
f a l a z a t	28	0	1.000
f a l l o sz	16	0	1.000
f a l O	99	0	1.000
f a l r a g a sz	9	0	1.000
f a l s	25	0	1.000
f a l u s i a s	12	0	1.000
f a n a t i k u s	730	0	1.000
f a n a t i z m u s	137	0	1.000
f a n f A r	8	0	1.000
f A n k	35	0	1.000
f a n t a sz t i k u s	506	0	1.000
f a n t o m	82	0	1.000
f a ny a l g A s	20	0	1.000
f a ny a r	34	0	1.000
f A r a d o z A s	88	0	1.000
f A r a d s A g	94	0	1.000
f A r a d t	2580	0	1.000
f A r a d t s A g	273	0	1.000
f a r a g A s	44	0	1.000
f a r a g v A ny	12	0	1.000
f A r a O	431	0	1.000
f A r a sz t O	380	0	1.000
f a r i z e u s	71	0	1.000
f a r k	14	0	1.000
f a r k a	668	0	1.000
f a r k U	9	0	1.000
f a r m	91	0	1.000
f a r o k	98	0	1.000
f a r s a n g	189	0	1.000
f a s i sz t a	544	0	1.000
f A s I t A s	13	0	1.000
f a s i z m u s	253	0	1.000
f A s u l t	49	0	1.000
f A s u l t s A g	28	0	1.000
f a sz	880	0	1.000
f a sz a	79	0	1.000
f a sz s A g	22	0	1.000
f a t a l i z m u s	19	0	1.000
f a t ty U	191	0	1.000
f A ty o l	65	0	1.000
f A ty o l o s	18	0	1.000
f a v o r i t	612	0	1.000
f a z e k a s	234	0	1.000
f a z e k a s s A g	55	0	1.000
f A z i s	436	0	1.000
f a z o n	176	0	1.000
f e gy h A z	10	0	1.000
f e l A r	18	0	1.000
f E l n O t A s	23	0	1.000
f E l o l d a l a s	57	0	1.000
f e n e v a d a k	58	0	1.000
f E ny s u g a r a k	43	0	1.000
f E r f i a s	346	0	1.000
f E r f i a s s A g	80	0	1.000
f e t i s i z m u s	20	0	1.000
f i a	23100	0	1.000
f i a cs k A m	33	0	1.000
f i a s k O	80	0	1.000
f i a t a l	7110	0	1.000
f i a t a l a b b	951	0	1.000
f i a t a l o k	33800	0	1.000
f i a t a l o s	127	0	1.000
f i a t a l s A g	791	0	1.000
f i c k O	938	0	1.000
f i c k O s	12	0	1.000
f i d i b u sz	22	0	1.000
f i k c i O	502	0	1.000
f i l i sz t e u s	36	0	1.000
f i l o z O f u s	858	0	1.000
f i n A n c	41	0	1.000
f i n ny A s	34	0	1.000
f i n ny A s s A g	15	0	1.000
f i n o m	473	0	1.000
f i n o m I t A s	24	0	1.000
f i n o m I t O	18	0	1.000
f i n o m k o d A s	27	0	1.000
f i n o m k o d O	29	0	1.000
f i n o m s A g	145	0	1.000
f i n t o r	18	0	1.000
f i O k	231	0	1.000
f i r k A sz	53	0	1.000
f i U	10700	0	1.000
f i U s	19	0	1.000
f i k s A c i O	8	0	1.000
f i z i k a	525	0	1.000
f i z i k u s	519	0	1.000
f l a k o n	10	0	1.000
f l a m a n d	11	0	1.000
f l a m i n g O	11	0	1.000
f l a n c	11	0	1.000
f l O t A s	50	0	1.000
f l o t t a	5	0	1.000
f l U g o s	29	0	1.000
f l u o r i d	14	0	1.000
f l u k s u s	66	0	1.000
f o d o r	124	0	1.000
f o d r A sz	241	0	1.000
f o d r A sz a t	16	0	1.000
f o g a	179	0	1.000
f o g a d a l m a k	34	0	1.000
f o g a d t a t A s	135	0	1.000
f o g a k	626	0	1.000
f o g a l m a k	965	0	1.000
f o g a l m a z A s	103	0	1.000
f o g a l m a z v A ny	29	0	1.000
f o g a m	17	0	1.000
f o g a m z A s	23	0	1.000
f o g a n ty U	74	0	1.000
f o g a s	106	0	1.000
f o g A s	596	0	1.000
f o g A sz a t	30	0	1.000
f o g a z a t	32	0	1.000
f o g E k o ny	277	0	1.000
f o g E k o ny s A g	64	0	1.000
f o g h I j a s	29	0	1.000
f o g l a l A s	78	0	1.000
f o g l a l a t	53	0	1.000
f o g l a l k o z A s	820	0	1.000
f o g l a l k o z O	85	0	1.000
f o g l a l k o z t a t	5160	0	1.000
f o g l a l O	139	0	1.000
f o g l a l t	109	0	1.000
f o g O	53	0	1.000
f o g O dz O	39	0	1.000
f o g O s	44	0	1.000
f o g p i sz k A l O	36	0	1.000
f o g s A g	65	0	1.000
f o gy A s	238	0	1.000
f o gy a sz t A s	719	0	1.000
f o gy a sz t O	3170	0	1.000
f o gy a t E k o s	623	0	1.000
f o gy a t k o z A s	66	0	1.000
f o g z A s	42	0	1.000
f OE h a d n a gy	26	0	1.000
f o h A sz	51	0	1.000
f OE i s p A n	44	0	1.000
f o j t A s	29	0	1.000
f o j t o g a t O	632	0	1.000
f o k a	2330	0	1.000
f o k h a gy m a	85	0	1.000
f o k o s	77	0	1.000
f o k o z A s	26	0	1.000
f o k o z a t	632	0	1.000
f o k o z a t o k	156	0	1.000
f o k o z a t o s	35	0	1.000
f o k U	60	0	1.000
f O k u sz	86	0	1.000
f o l t	538	0	1.000
f o l t o k	165	0	1.000
f o l t o s	34	0	1.000
f o l t o z A s	12	0	1.000
f o ly a m	284	0	1.000
f o ly a m a t a	13200	0	1.000
f o ly a m a t o s	597	0	1.000
f o ly a m o d A s	19	0	1.000
f o ly a m o d O	75	0	1.000
f o ly a m o d v A ny	15	0	1.000
f o ly A s	76	0	1.000
f o ly E k o ny	37	0	1.000
f o ly O	1900	0	1.000
f o ly O s	13	0	1.000
f o ly O s I t O	13	0	1.000
f o ly o s O	342	0	1.000
f o ly t a t A s	518	0	1.000
f o ly t a t O	206	0	1.000
f o ly t o n o s	225	0	1.000
f o ly t o n o s s A g	164	0	1.000
f o n A k	60	0	1.000
f o n A k s A g	15	0	1.000
f o n a l	30	0	1.000
f o n A l	71	0	1.000
f o n d o r l a t o s	11	0	1.000
f o n ny a d t	18	0	1.000
f o n o g r A f	17	0	1.000
f o n t	327	0	1.000
f o n t o s	81100	0	1.000
f o n t o s a b b	7020	0	1.000
f o n t o s k o d A s	40	0	1.000
f o n t o s k o d O	19	0	1.000
f o n t o s s A g	35	0	1.000
f o n t o s s A g U	2540	0	1.000
f o r d I t A s	726	0	1.000
f o r d I t O	864	0	1.000
f o r d u l A s	114	0	1.000
f o r d u l a t	976	0	1.000
f o r d u l a t o k	215	0	1.000
f o r d u l a t o s	7	0	1.000
f o r d u l O	563	0	1.000
f o r g A cs	48	0	1.000
f o r g a l m a s	17	0	1.000
f o r g a l o m	3160	0	1.000
f o r g A s	115	0	1.000
f o r g a t a g	56	0	1.000
f o r g a t A s	264	0	1.000
f o r g a t m A ny	10	0	1.000
f o r g a t O	26	0	1.000
f o r g O	49	0	1.000
f o r i n t	5150	0	1.000
f o r m A j U	63	0	1.000
f o r m A k	2010	0	1.000
f o r m A l A s	62	0	1.000
f o r m A l O	72	0	1.000
f o r m A s	26	0	1.000
f o r m a s A g	140	0	1.000
f o r m a s A g o k	82	0	1.000
f o r m A t l a n	55	0	1.000
f o r m A t l a n s A g	17	0	1.000
f o r m A t u m	573	0	1.000
f o r m A z A s	71	0	1.000
f o r m u l a	265	0	1.000
f o r r a d a l m A r	430	0	1.000
f o r r a d a l o m	3380	0	1.000
f o r r a sz t A s	14	0	1.000
f o r r O	251	0	1.000
f o r r o n g A s	54	0	1.000
f o r t E ly	25	0	1.000
f o r t E ly o s	14	0	1.000
f O r u m	5690	0	1.000
f o sz f A t	16	0	1.000
f o sz f o r	89	0	1.000
f o sz t o g a t A s	92	0	1.000
f o sz t o g a t O	16	0	1.000
f r a k c i O	898	0	1.000
f r a k k	19	0	1.000
f r a n c i a	926	0	1.000
f r a n k O	36	0	1.000
f r A sz	58	0	1.000
f r A z i s	130	0	1.000
f r A z i s o k	51	0	1.000
f r e g a t t	18	0	1.000
f r e k v e n c i a	311	0	1.000
f r e n e t i k u s	17	0	1.000
f r e s k O	57	0	1.000
f r i g i d i t A s	19	0	1.000
f r i v o l	91	0	1.000
f r o n t	320	0	1.000
f u k a r	48	0	1.000
f u k a r s A g	18	0	1.000
f u l l a d A s	13	0	1.000
f u l l a j t A r	22	0	1.000
f u l l a sz t O	39	0	1.000
f u n d a m e n t u m	44	0	1.000
f u n k c i O	2240	0	1.000
f u r a	325	0	1.000
f U r A s	50	0	1.000
f u r a t	38	0	1.000
f u r cs a	7010	0	1.000
f u r cs a s A g	105	0	1.000
f u r f a n g	14	0	1.000
f u r f a n g o s	28	0	1.000
f u r g o n	64	0	1.000
f u r n E r	11	0	1.000
f U r O	34	0	1.000
f u t a m	828	0	1.000
f u t a m o k	117	0	1.000
f u t A r	396	0	1.000
f u t A s	2350	0	1.000
f u t b a l l	526	0	1.000
f u t O	350	0	1.000
f u t O k	2680	0	1.000
f u t t a t A s	48	0	1.000
f u t t a t O	44	0	1.000
f u v a l l a t	20	0	1.000
f u v a r	21	0	1.000
f u v a r o s	88	0	1.000
f u v a r o z A s	84	0	1.000
f u v a r o z O	192	0	1.000
f U v A s	10	0	1.000
f U z i O	148	0	1.000
g a b o n a	487	0	1.000
g A cs E r	22	0	1.000
g a l A d	21	0	1.000
g a l A d s A g	25	0	1.000
g a l a m b	292	0	1.000
g a l a m b o m	58	0	1.000
g A l A n s	25	0	1.000
g a l a k s i s	260	0	1.000
g a l a k s i s o k	68	0	1.000
g a l l	20	0	1.000
g a l l E r	37	0	1.000
g a l ly	27	0	1.000
g a l ly a k	22	0	1.000
g A n cs	13	0	1.000
g a n E	15	0	1.000
g A ny	17	0	1.000
g a r a n c i a	578	0	1.000
g a r a n t A l	571	0	1.000
g a r a s	45	0	1.000
g a r a t	18	0	1.000
g a r A z d a s A g	64	0	1.000
g a r A zs	195	0	1.000
g a r b O	20	0	1.000
g A r d i s t A k	28	0	1.000
g A t	241	0	1.000
g A t a k	52	0	1.000
g A t l A s	31	0	1.000
g A t l A s t a l a n	43	0	1.000
g A t l O	50	0	1.000
g a v a l l E r	126	0	1.000
g a z	186	0	1.000
g A z	701	0	1.000
g a z d a	3680	0	1.000
g a z d a g	2890	0	1.000
g a z d a g a b b	309	0	1.000
g a z d a g o d A s	130	0	1.000
g a z d a g o k	827	0	1.000
g a z d a g s A g	616	0	1.000
g a z d A l k o d O	996	0	1.000
g a z d a s A g	6330	0	1.000
g a z d A t l a n	64	0	1.000
g A z l O	21	0	1.000
g A z o k	268	0	1.000
g A z o l A s	38	0	1.000
g A z o l O	14	0	1.000
g a z o s	26	0	1.000
g a zs A g	70	0	1.000
g e k k o	10	0	1.000
g e n e r A l A s	19	0	1.000
g e n e r A t o r	120	0	1.000
g e n e r i k u s	9	0	1.000
g e n e t i k u s	50	0	1.000
g e n u s	13	0	1.000
g e ny O	31	0	1.000
g e o l O g u s	96	0	1.000
g e p A r d	30	0	1.000
g e r e n d a	2	0	1.000
g e r m A n	19	0	1.000
g e sz t u s	961	0	1.000
g e t t O	69	0	1.000
g i b b o n	13	0	1.000
g i m n A z i u m	955	0	1.000
g i r o sz k O p	11	0	1.000
g i t A r	187	0	1.000
g i t A r o s	305	0	1.000
g l a d i A t o r	122	0	1.000
g l O b u sz	24	0	1.000
g l ue k O z	17	0	1.000
g n O m	269	0	1.000
g O c	62	0	1.000
g o l f	152	0	1.000
g o l f o z O	22	0	1.000
g o ly O	250	0	1.000
g o m b O c	72	0	1.000
g o m b o ly a g	15	0	1.000
g o m b o s	38	0	1.000
g o n d	831	0	1.000
g o n d a t l a n s A g	101	0	1.000
g o n d n o k	391	0	1.000
g o n d n o k s A g	31	0	1.000
g o n d o k	412	0	1.000
g o n d o l A s	19	0	1.000
g o n d o l a t	5520	0	1.000
g o n d o l a t a	3410	0	1.000
g o n d o l k o d A s	4070	0	1.000
g o n d o l k o d O	555	0	1.000
g o n d o m	19	0	1.000
g o n d o s	46	0	1.000
g o n d o s k o d A s	380	0	1.000
g o n d o s k o d O	25	0	1.000
g o n d o s s A g	43	0	1.000
g o n d o z A s	155	0	1.000
g o n d o z O	173	0	1.000
g o n d t a l a n	153	0	1.000
g o n d t a l a n s A g	13	0	1.000
g o n g	22	0	1.000
g o n o sz	4330	0	1.000
g o n o sz k o d A s	31	0	1.000
g o n o sz s A g	576	0	1.000
g O r E	34	0	1.000
g o r o m b a s A g	43	0	1.000
g O t	38	0	1.000
g O t i k u s	27	0	1.000
g r A c i A k	13	0	1.000
g r a f i k a	348	0	1.000
g r a f i k o n	41	0	1.000
g r a f i t	46	0	1.000
g r a m m	52	0	1.000
g r a m o f o n	27	0	1.000
g r A n A t	57	0	1.000
g r a n d i O z u s	39	0	1.000
g r A n i t	29	0	1.000
g r e g o r i A n	31	0	1.000
g r i m a sz	24	0	1.000
g r O f s A g	96	0	1.000
g u b a cs	6	0	1.000
g u b a n c	26	0	1.000
g u b e r A l O	8	0	1.000
g u ly A s	173	0	1.000
g u m i	265	0	1.000
g u m i k	326	0	1.000
g u m i s	16	0	1.000
g u m O	15	0	1.000
g U n A r	19	0	1.000
g U ny	598	0	1.000
g U ny o l O d A s	122	0	1.000
g U ny o l O d O	23	0	1.000
g u ny o r o s	8	0	1.000
g U ny o s	55	0	1.000
g u r u	698	0	1.000
g u sz t u s t a l a n	473	0	1.000
gy a k o r i s A g	145	0	1.000
gy a k o r l A s	699	0	1.000
gy a k o r l a t	9130	0	1.000
gy a k o r l a t o k	585	0	1.000
gy a k o r l O	271	0	1.000
gy a k o r l o t t	78	0	1.000
gy a k o r n o k	327	0	1.000
gy a l A z a t	391	0	1.000
gy a l A z a t o s	180	0	1.000
gy a l A z k o d A s	57	0	1.000
gy a l A z k o d O	7	0	1.000
gy a l A z O	16	0	1.000
gy a l o g	40	0	1.000
gy a l o g l A s	82	0	1.000
gy a l o g l O	15	0	1.000
gy a l o g o s	421	0	1.000
gy a l o g s A g	137	0	1.000
gy a l u	14	0	1.000
gy A m	187	0	1.000
gy A m k o d A s	19	0	1.000
gy A m o l t a l a n	172	0	1.000
gy A m s A g	14	0	1.000
gy a n a k v A s	96	0	1.000
gy a n a k v O	51	0	1.000
gy a n t a	29	0	1.000
gy a n U	345	0	1.000
gy a n U m	9	0	1.000
gy a n U s	2140	0	1.000
gy a n U s I t A s	53	0	1.000
gy a n U t l a n	27	0	1.000
gy a p j U	85	0	1.000
gy a p o t	20	0	1.000
gy a r a p o d A s	336	0	1.000
gy a r l O	67	0	1.000
gy a r l O s A g	78	0	1.000
gy a r m a t	169	0	1.000
gy a r m a t o k	75	0	1.000
gy A r o s	97	0	1.000
gy A r t A s	420	0	1.000
gy A r t A s U	12	0	1.000
gy A r t m A ny	75	0	1.000
gy A r t m A ny U	11	0	1.000
gy A r t O	2520	0	1.000
gy A sz	362	0	1.000
gy A sz o l O	44	0	1.000
gy A sz o s	39	0	1.000
gy A v a s A g	258	0	1.000
gy E m A n t	198	0	1.000
gy e r ty a	209	0	1.000
gy I k	127	0	1.000
gy i l k o l A s	88	0	1.000
gy i l k o s	1940	0	1.000
gy i l k o s a	2060	0	1.000
gy i l k o s s A g	669	0	1.000
gy O gy A sz a t	86	0	1.000
gy O gy h a t A s U	80	0	1.000
gy O gy I t O	201	0	1.000
gy O gy m O d	206	0	1.000
gy O gy u l t	354	0	1.000
gy o m	88	0	1.000
gy o m o r	520	0	1.000
gy O n A s	90	0	1.000
gy O n t a t O	81	0	1.000
gy o p A r	21	0	1.000
gy o r s	1850	0	1.000
gy o r s a s A g	137	0	1.000
gy o r s I t A s	51	0	1.000
gy o r s I t O	25	0	1.000
gy o r s u l A s	144	0	1.000
gy o r s u l O	10	0	1.000
gy U j t A s	26	0	1.000
gy U j t O	11	0	1.000
gy U j t o g a t A s	31	0	1.000
gy U j t o g a t O	1960	0	1.000
gy U j t O s	146	0	1.000
gy U l E k o ny	12	0	1.000
gy u l l a d A s	162	0	1.000
gy u l l a d t	14	0	1.000
gy U r A s	17	0	1.000
gy U r O	30	0	1.000
h a b	238	0	1.000
h a b a r cs	36	0	1.000
h a b i t u s	34	0	1.000
h a b o k	101	0	1.000
h A b o r g A s	23	0	1.000
h A b o r o d o t t	25	0	1.000
h A b o r U	5630	0	1.000
h A b o r U s	22	0	1.000
h a b o z A s	60	0	1.000
h a b o z O	15	0	1.000
h a b s b u r g o k	255	0	1.000
h a d	455	0	1.000
h A g cs O	12	0	1.000
h A g O	91	0	1.000
h a gy A s	17	0	1.000
h a gy a t o t t	19	0	1.000
h a gy o m A ny	4510	0	1.000
h a gy o m A ny o k	5840	0	1.000
h a gy o m A ny o s	4760	0	1.000
h A j	17	0	1.000
h a j a	921	0	1.000
h a j a d o n	141	0	1.000
h a j a s	14	0	1.000
h a j cs A r	28	0	1.000
h a j d a n	16	0	1.000
h a j h A sz	24	0	1.000
h a j l a m	298	0	1.000
h a j l a m o s	108	0	1.000
h a j l a m U	12	0	1.000
h a j l a n d O	864	0	1.000
h a j l a n d O s A g	117	0	1.000
h a j l E k o ny	79	0	1.000
h a j l E k o ny s A g	26	0	1.000
h a j l E k t a l a n	457	0	1.000
h a j l I t A s	37	0	1.000
h a j l O	33	0	1.000
h a j l o t t	36	0	1.000
h a j n a l	367	0	1.000
h a j O	2540	0	1.000
h a j O k	703	0	1.000
h a j O s	349	0	1.000
h a j O z A s	208	0	1.000
h a j O z O	19	0	1.000
h a j r A	87	0	1.000
h a j t A s	215	0	1.000
